"bsn","meal","name","phonenumber","remarks","schoolnumber","wwwaddress","institutionprovider_id","address_id"
"01A01",,"1. Schulpraktisches Seminar (S) Mitte","4677779710",,,,"2","1003"
"01A02",,"2. Schulpraktisches Seminar (S) Mitte","4677779710",,,,"2","1003"
"01A03",,"3. Schulpraktisches Seminar (L) Mitte","4677779710",,,,"2","1003"
"01A04",,"Berlin-Kolleg","901838210",,,"http://www.berlin-kolleg.de","2","1004"
"01B01",,"OSZ Banken und Versicherungen","39884110",,,"http://www.osz-banken-versicherungen.de","2","1005"
"01B02","Mittagessenversorgung durch eigene Cafeteria","Staatliche Technikerschule Berlin","3900060",,,"http://www.technikerschule-berlin.de","2","1006"
"01B03",,"OSZ Kommunikations-, Informations- und Medientechnik","493070",,,"http://www.oszkim.de","2","1007"
"01B04",,"OSZ Gesundheit I","4530800",,,"http://www.osz-gesundheit.de","2","1008"
"01B05",,"Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin","20613130",,,"http://www.hotelfachschule-berlin.de","2","1009"
"01E03",,"ETI Schauspielschule Berlin","27593109",,,"http://www.eti-schauspielschule-berlin.de","1","1010"
"01E08",,"Games Academy","29779120",,,"http://games-academy.de","1","1010"
"01E10",,"SiliconStudioAcademy-Berlin","45601331",,,"http://www.siliconstudio.de","1","20"
"01E12",,"SSI am Alex Institut für Tourismus und Marketing","28045379",,,"http://www.ssi-berlin.de","1","21"
"01E13",,"Seminar für Waldorfpädagogik Berlin","6187073",,,"http://www.lehrer-seminar-berlin.de","1","22"
"01E16",,"ProInform International Academy Berlin","22334433",,,"http://home.arcor.de/pr/proinform","1","23"
"01E18","Mittagessenversorgung","BEST-Sabel-Touristikakademie","64094985",,,"http://www.best-sabel.de","1","24"
"01E20",,"Pflegeschule am Brandenburger Tor","22489965",,,,"1","25"
"01E21",,"IN.D INSTITUTE OF DESIGN","27595190",,,"http://www.ind-berlin.de","1","26"
"01E25",,"GPB Gesellschaft für Personalentwicklung und Bildung mbH","9339480",,,"http://www.gpb.de","1","27"
"01E26",,"Berlitz Sprachschule Berlin Mitte","2042124",,,"http://www.berlitz.de/berlin","1","28"
"01E27",,"pixelapostel GmbH","667767630",,,"http://www.pixelapostel.de","1","29"
"01E28",,"lingua franca","86398080",,,"http://www.lingua-franca.de","1","30"
"01E29",,"inlingua Sprachcenter Berlin GmbH","88471190",,,"http://www.inlingua-berlin.de","1","31"
"01E30",,"Ecole Voltaire Berlin","4110015",,,"http://www.ecolevoltaire.de","1","32"
"01E31",,"Maskenbildnerschule Hasso von Hugo GmbH","6135620",,,"http://www.maskenbildnerschule.de","1","33"
"01E32",,"Wave Akademie für Digitale Medien","28869519",,,"http://www.wave-akademie.de","1","34"
"01G01",,"Grundschule am Arkonaplatz","48625680",,,"http://www.grundschuleamarkonaplatz.de","2","35"
"01G02",,"Papageno-Grundschule","30881711",,,"http://www.papageno.cidsnet.de","2","36"
"01G04","Mittagessenversorgung durch den Anbieter Sunshine Catering","Kastanienbaum-Grundschule","275816330",,,"http://www.kastanienbaumgrundschule.de","2","37"
"01G05",,"Grundschule Neues Tor","24088330",,,"http://www.neues-tor.de","2","38"
"01G07","Mittagessenversorgung durch den Anbieter Warnhoff","GutsMuths-Grundschule","2408386",,,"http://www.gutsmuths-g.cidsnet.de","2","39"
"01G08","Mittagessenversorgung durch die Technische Jugendfreizeit- u. Bildungsgesellschaft gGmbH","Grundschule am Brandenburger Tor","20629430",,,"http://www.Grundschule-am-Brandenburger-Tor.de","2","40"
"01G10",,"City-Grundschule","28449060",,,"http://www.city-grundschule.de","2","41"
"01G11","Mittagessenversorgung durch den Anbieter LUNA","Kurt-Tucholsky-Grundschule","3974429310",,,"http://www.kurt-tucholsky-grundschule.de","2","42"
"01G15","Mittagessenversorgung","Anne-Frank-Grundschule","20629180",,,"http://anne-frank-grundschule.de","2","43"
"01G16","Mittagessenversorgung durch den Anbieter LUNA","Moabiter Grundschule","30208630",,,"http://www.moabiter-grundschule.de","2","44"
"01G18","Mittagessenversorgung","Carl-Bolle-Grundschule","397457810",,,"http://www.carl-bolle.cidsnet.de","2","45"
"01G19",,"Hansa-Grundschule","39806430",,,"http://www.hansa@hansa.cidsnet.de","2","46"
"01G24",,"Gottfried-Röhl-Grundschule","45081110",,,"http://www.gottfried-roehl-grundschule.de","2","47"
"01G25",,"Rudolf-Wissell-Grundschule","49799940",,,"http://www.rudolf-wissell-grundschule.de","2","48"
"01G27",,"Gesundbrunnen-Grundschule","493015660",,,"http://www.gesundbrunnen-grundschule.de","2","49"
"01G28","Mittagessenversorgung","Brüder-Grimm-Grundschule","4530840",,,"http://brueder-grimm.cidsnet.de","2","50"
"01G29",,"Wilhelm-Hauff-Grundschule","48490810",,,"http://wilhelm-hauff-grundschule.de","2","51"
"01G31",,"Wedding-Grundschule","901844250",,,"http://www.wedding-schule.de","2","52"
"01G32","Frühstück- und Mittagessenversorgung","Carl-Kraemer-Grundschule","4998993",,,"http://www.carl-kraemer.be.schule.de","2","53"
"01G35","Mittagessenversorgung durch den Anbieter 3 Köche","Humboldthain-Grundschule","46777330",,,"http://www.humboldthain-gs.cidsnet.de","2","54"
"01G36",,"Andersen-Grundschule","493015410",,,"http://www.andersen.cidsnet.de","2","55"
"01G37","Mittagessenversorgung durch schuleigene Küche","Heinrich-Seidel-Grundschule","4677669210",,,"http://www.seidel-gs.de","2","56"
"01G38","Mittagessenversorgung durch den Anbieter 3 Köche","Gustav-Falke-Grundschule","467779960",,,"http://www.gustav-falke-g.cidsnet.de","2","57"
"01G39",,"Vineta-Grundschule","467768660",,,"http://www.vineta.cidsnet.de","2","58"
"01G40",,"Möwensee-Grundschule","45979210",,,"http://www.moewensee-schule.de","2","59"
"01G41","Mittagessenversorgung durch Sunshine Catering","Erika-Mann-Grundschule","45085510",,,"http://www.erika-mann-grundschule.com","2","60"
"01G42",,"Anna-Lindh-Schule (Grundschule)","45307530",,,"http://www.annalindh.cidsnet.de","2","61"
"01G43","Mittagessenversorgung","Albert-Gutzmann-Schule (Grundschule)","46905960",,,"http://www.gutzmannschule.de","2","62"
